Height,Input,Output,Sum,Time
66417,['1E3XGv4GXnhatmU7Vx7C3bUikGEGHGpEE8'],"['12PPwXHAxEfbPBbxnF6uPzwVUL3DDLLgj2', '10']",['10'],2010-07-13 05:40:44
66417,['1NrfMPLN83L8jNjwiq6gZ1fsS994jmnpS3'],"['13vnUq94KVZqTh4bT2SoZDsPBzCECViJTK', '185', '1ARN7211yjG6BjGpc4Ft56oS29TspZGCj5', '5']",['190'],2010-07-13 05:40:44
66417,['13vnUq94KVZqTh4bT2SoZDsPBzCECViJTK'],"['1MNGzLg8K3S7UY5rBEcM4jUzE4fN4CVCAP', '5', '1DjGZTAz5NF4M1Neh9nqrueo6qPa7fxfPT', '180']",['185'],2010-07-13 05:40:44
66420,['1HFZru7t2TAudWc9f2Jc88tsjgUJteeKCY'],"['1FNEeM2NCUvUxrqG1v17bvBVX18u8CNQVJ', '10']",['10'],2010-07-13 05:45:57
66420,['1DjGZTAz5NF4M1Neh9nqrueo6qPa7fxfPT'],"['18SBjysGnCMWZ3usujwff7H8f5z6t2bwwB', '5', '1LkKjZ2J2LLN52nrnchXw8BkmwNVT7Ddft', '175']",['180'],2010-07-13 05:45:57
66420,['1FNEeM2NCUvUxrqG1v17bvBVX18u8CNQVJ'],"['1Gk1DiZgZaYYYF9mFuHit37tf2PUqtM7v6', '10']",['10'],2010-07-13 05:45:57
66427,['1JyzpQrQzQCYjqf9FUoD6gCnew4nmbrJVQ'],"['1EFZhb8mXxwhmhPAzojQxE13yJyi1SdWjd', '1', '1EGpKMnj21UMxWBCgFBzPmeRvfxVu3MXzz', '49']",['50'],2010-07-13 05:51:14
66427,['167EgxLJpYhut3QDqoGPYmBNvtDkqdg71A'],"['1PAVTJ9Pp9DWj1QoJftusgj19miTRpR5GA', '10']",['10'],2010-07-13 05:51:14
66431,['1ESx8vNqhTj7bnefvdv3wSm48HRuLiM8eY'],"['14ETB3tva8wYPQu258RpRyLbR7C56EA9H5', '1', '1HF5k2nzwc62p4NkVfmfEq7PbxGEP45WCn', '4']",['5'],2010-07-13 05:58:35
66431,['1Hap6xfFVqukXzoZqFU7CEnbKPnJifmk2c'],"['12TWFA7LgRjJptnq4j5wdSnZsfhhFVurQp', '10']",['10'],2010-07-13 05:58:35
66431,['12bKBbKoTAEY6fjdHapCjMxN3yRGJRVyg5'],"['17iKSPq7NFPfhEmeSKZe9nsvUKRzUAkogi', '25', '1JJxTGBG3TscChTP3pdY2iMs3fpgCTuidw', '25']",['50'],2010-07-13 05:58:35
66450,['1Er2uuDGng3cP5xVKsd7L6R5JFPXKPCz5D'],"['1DHJefhTZuFy5CFzwLNu6tyC9p4NryQBuW', '31', '15jdt4s18zgR5Jb887JH68Ebfegd6mXZRj', '10']",['41'],2010-07-13 06:26:13
66450,"['1MWx4z9e7MSMKQBcAWgNjdGaHyUJZGax45', '1KiNwTG2BPMZu8UpbCDfokiwm5S7sRstHw']","['1BvkSG9HEPCqy6xr5Ko9ybhpHzUwEfVXAe', '100']",['100'],2010-07-13 06:26:13
66450,['17ZG2QC8PnLjjeGcmcGw2mAZ8TYSHmmgPP'],"['1Dj3K6xgvFVpog7pbLvZ4wQ1AvVC4djz3i', '5', '17XtEZ1QiKCBHwiWMh5hBLtSLqmsQ4Dn2y', '150']",['155'],2010-07-13 06:26:13
66450,['1AtQPVx5zDvY9Soewwg7ieA7ZzV1JgksJo'],"['19p9H8VoMKdDSTeQLKhK1KzvemYKmBJxvi', '50']",['50'],2010-07-13 06:26:13
66458,['1Jo975BUM7BB4c5wHEQvnid5mAt4RM7P1R'],"['1HBSH9UWoHHp6bz5JhE7tqFL2VHMfa1H8f', '140', '15xypT1tM2U9j3gkEocqbF4PE1uekG7y6d', '5']",['145'],2010-07-13 06:33:42
66458,['15jdt4s18zgR5Jb887JH68Ebfegd6mXZRj'],"['1KkksN7BZKkpGGXi5hYE2dCy3VB9uCEXzH', '10']",['10'],2010-07-13 06:33:42
66458,['1HBSH9UWoHHp6bz5JhE7tqFL2VHMfa1H8f'],"['1Hu86QvwM81B8tDdBYwZ94mEz9NJY5Dpn6', '135', '1AC8pg2Wr5LdnHK8YGYm9W7mZ32MEwfx2y', '5']",['140'],2010-07-13 06:33:42
66464,['1QCWit2mL95EAfAwFkhbr4FLdYcBcx8X8'],"['1LX4PTGYYnEgcLYeDXRGsXncQ3a5Nh9BV1', '5', '1DQEM7aNwecJyWNocMVBaYFFktmoQDKfaK', '125']",['130'],2010-07-13 06:42:04
66464,['1CQL2SJwoAfxhEAkft7VkCjdTZjfSadfGf'],"['1CqRAphFRJ59jA4Ur7qx8rjCBEfnwuy8tF', '5']",['5'],2010-07-13 06:42:04
66464,['1E457wjDsYdLsCDt3NfJRke1CDp8t6VzWW'],"['1PJtMz5myUo2egKnpKkksvQS9mfoCs9eBF', '5']",['5'],2010-07-13 06:42:04
66476,['15rr9sWgJ8zo8TYpDMyLascg3dUxn3GFK1'],"['1MvJ3eRiRdbu2qckQdxzgM44WvHtfq9XSY', '10']",['10'],2010-07-13 06:52:34
66476,"['1GjETFxqUqmwnk1jwB1AgjMvHxhTSxrCEP', '14Ydt2gzKgQ71Jh6nuoDZE6QqDbGMfYDoJ', '1M1fAZr5av2c9tKk9U8waoUVspaqcxgaaS', '1GqqWHYxqK5QwKVz1WqX3k2nxLyzNJosye']","['1A7r2VjnTqsiEw3ji9UkunahNtVJGw6A5C', '200']",['200'],2010-07-13 06:52:34
66477,['1FBLEcJiqiTCqXQmB1uFC7LG9ZPWXjTccv'],"['1KS5MtCw4Xip6xi7jzbxc6Puopw8eqG1EV', '10']",['10'],2010-07-13 07:02:26
66477,['1DQEM7aNwecJyWNocMVBaYFFktmoQDKfaK'],"['1KtEN4U2bCdW7Rrvam9zeLPQkBkABa4FTB', '120', '15PyFVuoXixaRn2dPbPfa5JzPzWTeX1igS', '5']",['125'],2010-07-13 07:02:26
66477,['1LV9H2Y2CaMMBwNHpCp51CH5Uct8gnCefW'],"['1E1WEYPzTGkSArFPpK2wBUadqZevEpkk8D', '4', '1PwMRJqnF9KLUd6i4ZYQj1ebUfr1NtukjM', '1']",['5'],2010-07-13 07:02:26
66477,['1CBHeN6GuDo38uFAShroqU8v3eVKjwtfaM'],"['1Me9BYsNE1SMeTMHSrry6zYdGmpwu952KJ', '20', '1FdrLLZLxXgBYKPsashu5H9QGWx1xfS57m', '3']",['23'],2010-07-13 07:02:26
66477,['1MvJ3eRiRdbu2qckQdxzgM44WvHtfq9XSY'],"['1MCpPk2zywzw6WsckFKyYs3RLXZaD7sZ1f', '10']",['10'],2010-07-13 07:02:26
66477,['1HceHCwg4bHkKXcYouC7F5KUyNXN1g9jvP'],"['1FeFgJRvCYUTCBj1u696eL23xpAdNB4B8p', '50']",['50'],2010-07-13 07:02:26
66477,['1KS5MtCw4Xip6xi7jzbxc6Puopw8eqG1EV'],"['114TLG9jhYgbSM83fyhttFgzu3HXWfwEyQ', '10']",['10'],2010-07-13 07:02:26
66477,['1E1WEYPzTGkSArFPpK2wBUadqZevEpkk8D'],"['1PwMRJqnF9KLUd6i4ZYQj1ebUfr1NtukjM', '1', '1KpEEgbxKYcwQnDM2yvtmpuw1gsaLAXpi7', '3']",['4'],2010-07-13 07:02:26
66477,['1CETdcTgzRh2iwmzF8p6dvnW1UEEnWymEF'],"['149iLTM499LvvktTSbub77dJYvZ7YVGtXo', '50']",['50'],2010-07-13 07:02:26
66477,['1KpEEgbxKYcwQnDM2yvtmpuw1gsaLAXpi7'],"['1CoordaN9GogeyTPDYPgfMEszz17UFQcn9', '2', '1PwMRJqnF9KLUd6i4ZYQj1ebUfr1NtukjM', '1']",['3'],2010-07-13 07:02:26
66477,['1MCpPk2zywzw6WsckFKyYs3RLXZaD7sZ1f'],"['14RnN4RLPe4EBBx7hcNKUsWqcGzWeDuhEg', '10']",['10'],2010-07-13 07:02:26
66477,['1CoordaN9GogeyTPDYPgfMEszz17UFQcn9'],"['1PwMRJqnF9KLUd6i4ZYQj1ebUfr1NtukjM', '1', '1DVzvXjdfJbvsLbcoYMMmjk4Q61KkGFnPy', '1']",['2'],2010-07-13 07:02:26
66477,['1DVzvXjdfJbvsLbcoYMMmjk4Q61KkGFnPy'],"['1KV5nwNKpLRayMydbdF1V89v6yR6i7Y4pX', '0.99', '1PwMRJqnF9KLUd6i4ZYQj1ebUfr1NtukjM', '0.01']",['1'],2010-07-13 07:02:26
66478,['14RnN4RLPe4EBBx7hcNKUsWqcGzWeDuhEg'],"['1PDghvJVNprJBqkqE8fm5XfvMZSVSJBaeV', '10']",['10'],2010-07-13 07:04:04
66478,['114TLG9jhYgbSM83fyhttFgzu3HXWfwEyQ'],"['1Fjz6diMCf4EPSS7eVUFFE8tHyMgMym4RE', '10']",['10'],2010-07-13 07:04:04
66478,['1KV5nwNKpLRayMydbdF1V89v6yR6i7Y4pX'],"['1PwMRJqnF9KLUd6i4ZYQj1ebUfr1NtukjM', '0.01', '13cgXSPGueEUas4CSqvhyiLRL2gMsqe6i7', '0.98']",['0.99'],2010-07-13 07:04:04
66478,['13cgXSPGueEUas4CSqvhyiLRL2gMsqe6i7'],"['1PwMRJqnF9KLUd6i4ZYQj1ebUfr1NtukjM', '0.98']",['0.98'],2010-07-13 07:04:04
66480,['1D2zMDypfVtRM38G2YEVMEfHWAcPjezUCi'],"['13Tg1TZAuWv6RFFzPothohXX3YV863R7Co', '50']",['50'],2010-07-13 07:06:14
66480,"['19f3HKcVrjBh5zygv9ZAbLxZRAuJhfJHbb', '1JvVtHE887yKYNpxyCmdE84pKtVe2ZVYGx', '1FaEe9nD8k6ihb6rB5SxfjnJcwPjrj728T']","['17SPJ7SpYpGC8x9BBxu9wHoWuapVKytMnM', '150']",['150'],2010-07-13 07:06:14
66498,['1MG76njyM3ieDwk2RHBqhUmaAB9je2Nrvd'],"['1NHukJKeiEoZsxbNJJRfU8soHCd8vZtNTX', '5']",['5'],2010-07-13 07:27:33
66498,"['15rn74bbx6zQoL91NU1CnXz1AVBz6xbga7', '1B1wPLyrJ831sg1D8hnZLBG7SejXbqMMrH', '1KFh8zLe69e4fd5nzqgbQ6aaTmqALEwTFW']","['15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC', '59.98']",['59.98'],2010-07-13 07:27:33
66498,['1NHukJKeiEoZsxbNJJRfU8soHCd8vZtNTX'],"['1MG76njyM3ieDwk2RHBqhUmaAB9je2Nrvd', '5']",['5'],2010-07-13 07:27:33
66522,['12hBEA9Ebikf4wqBofMFqUtFLVTTKcJLAD'],"['1LnjmqWjeAFcP1dsqZcZfKZWxR9HvArnz4', '5', '1JEdR8YqfYKmBj9NAvzR4VmLHpt9WnW5qW', '19.98']",['24.98'],2010-07-13 07:51:17
66522,['1JEdR8YqfYKmBj9NAvzR4VmLHpt9WnW5qW'],"['1KHEkfi4Bnox1DGVQfqBQQapUqvhdfMdq3', '14.98', '13joZmXqNp6uZE4HW2dAHNSJzR2tRu94c4', '5']",['19.98'],2010-07-13 07:51:17
66528,"['1BSPcSoo2UHpAd9FXEEtB2Y7EFgTH1s43x', '1HJ9XSwvJ1AoDnv9ZJ8BqfXyXRCJQs2fyF', '14ZNZms8Ps2BgMttg8pugKMZsDFqF8b1DA']","['1EpnHth66vnvzR3GvpajjQfp6g9aRcRjCH', '150']",['150'],2010-07-13 08:03:57
66528,['1MJwwgqmvXnHanj7L2dNGe2X7Hk1nzqRn9'],"['16rU2WDdctpBBkEThA3Yk5E68Dp5p48EgU', '4.98', '1Q6ZJ928usNiUGGY1yrGtNdndFwhuZw3ZA', '5']",['9.98'],2010-07-13 08:03:57
66528,"['16rU2WDdctpBBkEThA3Yk5E68Dp5p48EgU', '16p5rLwRy91C2iwJsc32Xt9dWXbhAdhA9p']","['1PZ22bkqyNvamAZuwgUXbggicidY4Vgnp4', '5']",['5'],2010-07-13 08:03:57
66529,"['1Lyma56xoW8s1vJZe2E3iFHfT8twqxPZif', '14EiRkZLnUWdTn2r9TYdnv5GLzDZDBZZSZ']","['17rCLpNjwVCEEq9kzMkn6g11n5iAg6obAT', '100']",['100'],2010-07-13 08:06:40
66529,['1KtEN4U2bCdW7Rrvam9zeLPQkBkABa4FTB'],"['1QEp1SrGZcuaQKZPD8Vr5zp9yrQpSvYAM9', '5', '1FhhJnHTEGoQf2rnj5eADwH48QTTb5J4Fq', '115']",['120'],2010-07-13 08:06:40
66529,"['1LSpm1MyYDsEUiwH3N2ucWwH8cUyciKULH', '17QP98WxCeYmchvBk7zyoTr6Pj6ms13Rpc', '13AUnVSZtb5NcXijnmveEwgafMLLd62fLW', '1BBmu9fXBshF1sEtuKVmenC6dbUXZbBZhC']","['1MZtWeJFCnVMgHbFWUpeTtAAfXNxrzUHnx', '200']",['200'],2010-07-13 08:06:40
66529,['1FhhJnHTEGoQf2rnj5eADwH48QTTb5J4Fq'],"['1QEp1SrGZcuaQKZPD8Vr5zp9yrQpSvYAM9', '5', '1BMkmSpaTte6rJJBuJ7vUB8gePM5ezFGxF', '110']",['115'],2010-07-13 08:06:40
66529,['1BMkmSpaTte6rJJBuJ7vUB8gePM5ezFGxF'],"['16qerg6Ka5VmvZynaZFoUC1mFk26RgmX68', '105', '1QEp1SrGZcuaQKZPD8Vr5zp9yrQpSvYAM9', '5']",['110'],2010-07-13 08:06:40
66533,['12G5GRc4maHehrWdS7sHEUpSMTzb76fKqw'],"['1MZtWeJFCnVMgHbFWUpeTtAAfXNxrzUHnx', '50']",['50'],2010-07-13 08:11:35
66533,['1GjH2jwoAcG6sSdyw3eaAx4kP2Lu7jku3w'],"['1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9', '50']",['50'],2010-07-13 08:11:35
66536,['16arfZsBESkeAbjyt2K2R9XZjbjTk4bosJ'],"['1PYYjU95wUM9XDz8mhkuC1ZcYrn4tB3vXe', '3']",['3'],2010-07-13 08:21:52
66536,['1Aaau2yisCFn66WS9JcVUHezKTKzVKy7MX'],"['1CUgUiMCVZPuBqP8uwY95SiKzgSBuG4A6Q', '5', '1LSrgZxpfrS1VRm3CeDZ64xb7PyQZTovm3', '95']",['100'],2010-07-13 08:21:52
66539,['1LSrgZxpfrS1VRm3CeDZ64xb7PyQZTovm3'],"['14e4CpxCyo77Qg939CbRvZySHV7p8Fo7n1', '90', '1QKL5L2Ebn1JpmpZd72QtB2kvFb8c7EfyW', '5']",['95'],2010-07-13 08:37:44
66539,['13h3xRhbvzCKFrZg2gnGyFGcf9G3JRbbG9'],"['18WDh8sEtXd1iX1oi1D3QxLKwsRa4eDUxN', '5']",['5'],2010-07-13 08:37:44
66546,['14tq6zGDWt8LEDgNgYvT7hNGPD3M8qWrQy'],"['1QKL5L2Ebn1JpmpZd72QtB2kvFb8c7EfyW', '10']",['10'],2010-07-13 08:56:02
66546,['1PWZHesTJ84XS8E1AnHmPiTmfHi5ABtNSc'],"['1FeFgJRvCYUTCBj1u696eL23xpAdNB4B8p', '50']",['50'],2010-07-13 08:56:02
66546,['18bj3hCaRf47sBqp1DtciJPuV4W1NmgiYG'],"['1FeFgJRvCYUTCBj1u696eL23xpAdNB4B8p', '50']",['50'],2010-07-13 08:56:02
66553,['1QXHHA7z4TgBCzG5LMkoWaMveLPTRtryB'],"['1BoquW4KnLSvJVqUyhUbgoM6PH5BX3D7ZZ', '5', '1C7xx7tbSnjBDM8TqMnPeZuYKQNcxF63Wt', '75']",['80'],2010-07-13 09:02:53
66553,['1C7xx7tbSnjBDM8TqMnPeZuYKQNcxF63Wt'],"['17JmvTuHjSAYQPuhLULpA4Uzt7R1KiN3mZ', '5', '1LavZfLky34G77xHFTyrM3egf31Mzsooft', '70']",['75'],2010-07-13 09:02:53
66554,['16CxdHGToGZkbcra4PLP9eY3XSVT1vUdjV'],"['15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC', '5']",['5'],2010-07-13 09:06:00
66554,['15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC'],"['1BiRpMGDef8rEDZU6RArzYmBGATQSG1zQp', '5']",['5'],2010-07-13 09:06:00
66554,['1LavZfLky34G77xHFTyrM3egf31Mzsooft'],"['1LoGum5FiMqAEV9Wa7CRJ6pkvHUAj4n9v6', '65', '15hn76j8mTQbnX6AePL7Cg1bBj8svTBcAt', '5']",['70'],2010-07-13 09:06:00
66556,['1LoGum5FiMqAEV9Wa7CRJ6pkvHUAj4n9v6'],"['1JfpAGahiCR5avqWQasNoSsAQMLN7oPwUH', '5', '152HMFz4WomN5Jb3fSkeZAKkMCKkXbasRp', '60']",['65'],2010-07-13 09:08:24
66556,['152HMFz4WomN5Jb3fSkeZAKkMCKkXbasRp'],"['1GHtUiafWLYsGgrDAwqCU2sBmo7wTrbLB4', '5', '15b4PaPAsT1RHeEmnESKhyqsubehx9od3L', '55']",['60'],2010-07-13 09:08:24
66556,"['14rhToJi9uxQ8zUQkxuAziwCrTC34TRw7S', '1Phfh9XWosP4bwHXpAEUmXbBewnC9yZx9p']","['1FmnoyjXAjsBHoFM1HyKhi4T8yqnLhV8Fc', '0.01', '18MuLXhDd9M6X2DbkriYxmBBAHZNckYA6u', '4.99']",['5'],2010-07-13 09:08:24
66557,['1EGiszt7jJnoLqyuLPXCkwpie2NJYirVNC'],"['1ALLvCKnMv4VemWsANznef8K1Kto1Xvz9D', '0.01']",['0.01'],2010-07-13 09:10:35
66557,['15b4PaPAsT1RHeEmnESKhyqsubehx9od3L'],"['1CXtYGdXVQSrGpQjcSXBY7gNqf1xK1grhy', '5', '15JiZGDHunndvRMo8GxmpXqQwGpyupTQiN', '50']",['55'],2010-07-13 09:10:35
66557,['13dUVAvz9uFjSYDABWFCVq5ccrEPDLhpTv'],"['1Kt4XdWFmZgdVtEQuEFTThvLRCacivW658', '50']",['50'],2010-07-13 09:10:35
66558,['1CxCF4V7LT6Zs32g4skKhALd4hK6D9Rvmx'],"['1CKqC6nE9SbaK2uTbwvPPu4u1FfUzqcDG5', '50']",['50'],2010-07-13 09:19:38
66558,['15JiZGDHunndvRMo8GxmpXqQwGpyupTQiN'],"['1Mzy8Ycfd51ipY3z5atXtG914ax932YWNG', '45', '1EF4RRdCotLAL3CHLoJKv2N7ZQTusJLrnM', '5']",['50'],2010-07-13 09:19:38
66558,['1FANXhMXyBDHkNtBG7PAF3z8n18vWtgaeG'],"['15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC', '5']",['5'],2010-07-13 09:19:38
66558,"['1JbbBtNzY2x3jbJSw8cCVyi4vQsdUsoGHM', '1KwwFTYcdJynGdWxs52NixxU9obFreeczt', '122Jq8ArfcWNZsoKw4Ra3kFmZ1DBLHzagm', '18hs6PgeT5CtCgyJ4NSsz96bCjZDfPC6mC', '1FTGF9ex1DY1BtzhuKHo1Nuh9nLbGfYDJ5', '1A59t6pHHR8pyDkzZMjKQ2tuurY5AX1a6', '18kDvcQKnQEvSuHWK62LLbbWUjdiroVLzk']","['1NjwT6YztgLh4qUi3r2VX5psptpUXNp291', '350']",['350'],2010-07-13 09:19:38
66558,['1CVxBLBdgFhWhqQ2Xw23hbDTiH5P2yL4Xj'],"['12Y4RVpkQ4uKCNUpea4jJRWgd2nxScNkaG', '40', '1Mnd7HJfxbEqPzHWisTDE9wU8hDVBzNLEP', '10']",['50'],2010-07-13 09:19:38
66558,['1Mzy8Ycfd51ipY3z5atXtG914ax932YWNG'],"['15ujKDcznYVHpMF6c4YWNuLPeppCeLdaDS', '40', '1Mnd7HJfxbEqPzHWisTDE9wU8hDVBzNLEP', '5']",['45'],2010-07-13 09:19:38
66558,['15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC'],"['1ExV5JcJ6JJ4FDcqwJ5mFL16C2ufJuY9Hy', '5']",['5'],2010-07-13 09:19:38
66567,['1EiUYrxosZcTUQNbiRn5p4ysT68Dx9PcLv'],"['1FwTFX49vJc5w6sr8HUq1rivhP23TkYsLr', '5', '15vZkqczgcAW2wrYdtEo9qBK7PaFLqYkKN', '25']",['30'],2010-07-13 09:42:17
66567,['1HniNt2JFHhK7gFrKVXHwmhUr6x3FiydYs'],"['1DPatHenJDdUkTZyscsZrr6xQJE81QGFW8', '5']",['5'],2010-07-13 09:42:17
66567,['15vZkqczgcAW2wrYdtEo9qBK7PaFLqYkKN'],"['16TGKLe1bgbFCcjAQpKnXeCgrqWKQtMezo', '5', '1MxSg8GGkPQ9RGhwCq1c79FAtvYLiNDKU2', '20']",['25'],2010-07-13 09:42:17
66567,['1MxSg8GGkPQ9RGhwCq1c79FAtvYLiNDKU2'],"['115UZ5Q4kztivJ2qauJNYR5Ni4TWegwu8d', '5', '1G28WNNn8VGSZpmDAQGG8RMCUHWyt3z8ou', '15']",['20'],2010-07-13 09:42:17
66574,['1H3tAwdAij25XfyVDNpR46eJAxZxuC6gDc'],"['1SrMZdwU63nSHn35sBJT5HYwczbrCK4WS', '5', '1HPx5AKqhssP7XcBeE5H9VBYGumUXhTV7b', '5']",['10'],2010-07-13 10:08:30
66574,['1SrMZdwU63nSHn35sBJT5HYwczbrCK4WS'],"['16A6BZWJWS8oenBmNxmEnhHabAYfsJa8Yr', '5']",['5'],2010-07-13 10:08:30
66574,['12D2hmPrZreQ9D6NEbhFYZLS6YE213TsBA'],"['1HC8nPCQDr5h9fhH8UoKpQqpayHNxavZoX', '50']",['50'],2010-07-13 10:08:30
66577,['18Xo6fZPoMFKx3z2CrkpMnSvQ7J9Cm9Qmi'],"['1Dfb1NNKQhzp6TDh8YFFnxtpvuL33oDSv6', '5', '1DKNpftnA5RHMr3NsPRS9naEFZQpFoKCuE', '1540']",['1545'],2010-07-13 10:19:09
66577,"['1NgbX4T2uLaL7GUUX5DmngP3mfqCPVbyc5', '1FSmBjXGNow9551cAmWHXZuvQGd1tLvyve', '1GegEG4bz7i22rX5BjTu18iNQdPRuw6hQx']","['1JG82tGatPuky33ZP1j1bUareWb1bZ4a4h', '150']",['150'],2010-07-13 10:19:09
66577,['1JF5Zw9R95dSa7mbYih9s8DcGTb4RxdAVF'],"['1FyYWPpv9eihP2QR8eYP8jMfPddgyEb8Qs', '4.99', '1JF5Zw9R95dSa7mbYih9s8DcGTb4RxdAVF', '0.01']",['5'],2010-07-13 10:19:09
66577,['1DKNpftnA5RHMr3NsPRS9naEFZQpFoKCuE'],"['172Yrvwi9xn25Ss17fZMNk56iu8FvcvtLS', '5', '19GFHsxqG9tfq4hCg8CfKYDHQ7QWy3pjQ7', '1535']",['1540'],2010-07-13 10:19:09
66579,['16SZGZZNeLB7o6aHoVe7fSWnvwxhLEimUS'],"['1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy', '50']",['50'],2010-07-13 10:24:27
66579,['19GFHsxqG9tfq4hCg8CfKYDHQ7QWy3pjQ7'],"['1C1xzfQudNSfk6t9KW7KE57NpfumppTWBm', '1530', '1D6BUfWZezrb8uHoQErK1aXe8EQsyA4JQG', '5']",['1535'],2010-07-13 10:24:27
66579,['1C1xzfQudNSfk6t9KW7KE57NpfumppTWBm'],"['1CpReH6ToeX5ex3AHmikUPTrX6fPB9y5Gi', '1525', '1FhFMx41BBk3XvBK1zJpzU546N8TWZzekm', '5']",['1530'],2010-07-13 10:24:27
66588,['14FPjMY4jy71T2KAvEhPXS1LAoTLpJpThN'],"['16HHsUfW3gk81TnCFqqNBgMTdEQJayqXp7', '50']",['50'],2010-07-13 10:47:26
66588,"['1Q8cCFsfdrBChtfeL6FfaLVD62a87CWtyR', '19q79nfLnaFiPM6gx5j3ZLULxN7Piw8Yn', '1HVvwSZDWQm1P7hZg54rZJhvPuPWE2Ki2J']","['1B6itmbdb7JzMRSwrGZxc5uaWQWUsr2Pz4', '150']",['150'],2010-07-13 10:47:26
66588,['1FwTFX49vJc5w6sr8HUq1rivhP23TkYsLr'],"['1FUZHSWtpRU9Ux9R5xP1bM6kDcWrsnWx2V', '5']",['5'],2010-07-13 10:47:26
66588,['1GMXTNZaUdRURHi43TzMUNtcwmYSjYhFw4'],"['15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC', '5']",['5'],2010-07-13 10:47:26
66589,['1CpReH6ToeX5ex3AHmikUPTrX6fPB9y5Gi'],"['1EDYAoEW3zYtU8YL3R1aPUVDY2wnLZP8Bc', '1520', '1DjnSroVEciXR3a8nQksMfTtvHTv4Fb4Da', '5']",['1525'],2010-07-13 10:52:48
66589,['15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC'],"['1J2aamKZe9pRxGUy6Kfc22hXUKLrxAY4bb', '5']",['5'],2010-07-13 10:52:48
66601,['1JmZNSrNMJtQyZfndpKqaZm1bXaxHFj3qe'],"['18JzVDFVwZtsRNgKwsXBRN9fF2eFUEXEvu', '1510', '1KCqW3jA1qHWeC4ZdBg8rWvvnk79NbszZ6', '5']",['1515'],2010-07-13 11:16:37
66601,['1Cziu1Sk1Sc5EHNdK4sJekSFxW5DZYyUFj'],"['1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi', '50']",['50'],2010-07-13 11:16:37
66601,"['14hzMVNVh68kbT6mwmbng8f71hUR9PRFrZ', '1GuqQ9L9Etqgr4QyyXycfjqGx1ekFZGp47', '1EuArQrjbMgHcZE7ZSjDVcyQxvFhQAGwpu', '1P24jmEf3k26e3Quf6XJievP4wnTjjWveB', '17tubWXXboF14Gj7seqgjj1ckxBwNoMoLu']","['1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN', '250']",['250'],2010-07-13 11:16:37
66601,['18JzVDFVwZtsRNgKwsXBRN9fF2eFUEXEvu'],"['13nYXUUcArsx7uuaj6phSrdi6va7RZPY7g', '5', '15k3rZTAzxFyPwKivFRLNWM45wCKdcAr7W', '1505']",['1510'],2010-07-13 11:16:37
66601,['1NAMnKBqLQgCkSYCJ5WRATY6hTF4Y7uYm2'],"['1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi', '50']",['50'],2010-07-13 11:16:37
66603,"['16cRXJua7q9AwPqeBvRpLkq3GAmVqpoHSg', '1HcMsvGYmEZZLAAbgeWyF2SDpVH8uevV8o', '112UUGgbw8KEG22LB4Hw8oMWn7teCfaURU', '1FDYds8kPdKYRxbkvPFooKfwEwXJG2vJ1e']","['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '200']",['200'],2010-07-13 11:27:49
66603,['179GWpkZDRc1aQaHrNHd5tjdkvc3WzMtTq'],"['1Cq7mQDKrFyNfUHcV9BABBf2J7LpnnXsNj', '4.99', '1QKPmWSpvsau25p8CSubYs9xA2WPn96S1d', '0.01']",['5'],2010-07-13 11:27:49
66607,['1P5Q4mrmt8zC8avS8444r3qDZnLZTZrbje'],"['18dRRnxEnVdnF2ZDqotMSMkB898XtD477G', '1', '1161AeAfGNSdWRzYBARWu3acGdF2U9kPRj', '49']",['50'],2010-07-13 11:36:08
66607,['1AGsPkDQa3W1AcBMnFoZP3ifzaSATAUD6n'],"['164ayGe2sRt8bPUPjkCkg3dxEVWrkM4xcF', '50']",['50'],2010-07-13 11:36:08
66610,['1KxtumYDpKt6uARfrZTx1J22jHyENYxjQE'],"['15RJoVkHL5spQG5oYbmfnoQ1RakyxxWEwj', '1495', '1MttErur8hK4EVqMWBPoYe5DUi4n7VFsJM', '5']",['1500'],2010-07-13 11:44:01
66610,['15RJoVkHL5spQG5oYbmfnoQ1RakyxxWEwj'],"['1B4GrdjCMKSFS27KDjpRDwD6eJ75XUGoK9', '5', '1FrNV3FaQJkfDCSw9Y42ZMGwf1TJg7iTE', '1490']",['1495'],2010-07-13 11:44:01
