Height,Input,Output,Sum,Time
51494,['13PvC5d89GprQhjAFKrSz9WSG2HJNvDPCj'],"['18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk', '50']",['50'],2010-04-17 21:49:49
51536,['1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX'],"['17P5v9ar5h3mmk2m5zvwxw841aPAceU3r3', '100', '1DX9AkBM5dzomnz3doca9wQK4rPbezWjA7', '7']",['107'],2010-04-18 01:17:05
51536,['1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX'],"['16jS28TqbLggzLSGmcU4Zzo3V8MfjjRDyG', '60', '17P5v9ar5h3mmk2m5zvwxw841aPAceU3r3', '1000']",['1060'],2010-04-18 01:17:05
51538,['1PAZ4h7xoyyWHGYG3kjDQFG7Y9h6im27qi'],"['1GjJREFcYxNq7ZFkZpnEFRXSmBpxQcYZXD', '10', '1DWMBd7uK2ePAnv5q5fqTn7EymcKLNhRr9', '40']",['50'],2010-04-18 01:31:45
51538,['1JGiNiZkHTBU9oYPaF5nSHd9peFqaaNWZP'],"['1B4E9W5HyJ2HL9AM3NjUkQRoWtgFncWzGN', '50']",['50'],2010-04-18 01:31:45
51580,"['1NJyTcVbisMs6woX3VhGSinJFX8pV2H1R2', '1HKRzeQV9qSXaKtQ8uLXq8sgCYML4sNB71']","['18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk', '100']",['100'],2010-04-18 04:52:12
51580,['14kkC4aG1gtZ2RM2sdae7VCZAPGjvydRd1'],"['18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk', '50']",['50'],2010-04-18 04:52:12
51622,['1CFhnBxKjfqYLRdeUiNBaA4kk7DsTMtzse'],"['1EVVioy2kx9aKqjxbfUcNWmnj11eQR1RUp', '36', '1JCjFJckVFvN5EFs7oUmzKjPVLq8XyPiwc', '1']",['37'],2010-04-18 08:00:26
51622,['1EVVioy2kx9aKqjxbfUcNWmnj11eQR1RUp'],"['1PkkqAGACsMgkpRVwj6c5RYKXmiPgtfdYu', '1', '18S8vutqToFWhjcZgk6rFZPGobyrewmM4W', '35']",['36'],2010-04-18 08:00:26
51622,['18S8vutqToFWhjcZgk6rFZPGobyrewmM4W'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '1', '1JxzzDKJ1D6En9FuXVu2AatEe5H942FUnN', '34']",['35'],2010-04-18 08:00:26
51628,['1PkkqAGACsMgkpRVwj6c5RYKXmiPgtfdYu'],"['168MbZB9RDkqNA4z7q3gALUvE57Vhz8uzG', '1']",['1'],2010-04-18 08:37:50
51628,['1JCjFJckVFvN5EFs7oUmzKjPVLq8XyPiwc'],"['19yG2hHF7QVHyAboxx5cpfu7nYXtMn8Qw7', '2']",['2'],2010-04-18 08:37:50
51628,['1EFbHMb8fpc7x6mAk7Yybhg7PeJk9QjA2X'],"['17Tor1j6aWKzfHGT6k1qjFsgiHazBwkzNa', '1', '1Mgj4tJW4myBEDzhrzeQVmd3dwBJgLdfeo', '32']",['33'],2010-04-18 08:37:50
51628,['168MbZB9RDkqNA4z7q3gALUvE57Vhz8uzG'],"['168MbZB9RDkqNA4z7q3gALUvE57Vhz8uzG', '1']",['1'],2010-04-18 08:37:50
51628,"['1BaP59hjZwdSzDiFM78igijCaoNJ4G6sax', '1GjJREFcYxNq7ZFkZpnEFRXSmBpxQcYZXD', '19yG2hHF7QVHyAboxx5cpfu7nYXtMn8Qw7']","['16A6fMsu4mURRS3z7CZR7Ub5v6etcDy1i9', '52']",['52'],2010-04-18 08:37:50
51628,['1Mgj4tJW4myBEDzhrzeQVmd3dwBJgLdfeo'],"['13TiX9zh2TowZ4Eiik34HZtXGQScy2QVJM', '27', '16xCdXgHcQHk3qkSr7taeaB4ChbUN2epMT', '5']",['32'],2010-04-18 08:37:50
51633,['1YSY1T88PuVKMEUv77mG7TX7oaUB6B3E8'],"['1JEMB7DLVyQiH4UaZ2eLjd8mJzAneivbp7', '45', '1VGGK9XMnoHsfGGmduTXaUvzRxywF2oqc', '5']",['50'],2010-04-18 08:54:56
51633,['1JEMB7DLVyQiH4UaZ2eLjd8mJzAneivbp7'],"['1NPteUq7ngX5ngTBTNnCgdxKGRse6rQjAa', '7', '1KNWGrkEC2Aibad2BWYmvPsQvK7wdHX6mW', '38']",['45'],2010-04-18 08:54:56
51635,['1Ce3okMujrKcUeGS3zj897cL8oLN759Fcy'],"['1FL5RCbqhkoN18ZauyHzS4bVamm4RhezXr', '50']",['50'],2010-04-18 09:08:38
51635,['1Bu7UkWdtFVdkvYbJXQxbkbEpt6V3tz9vQ'],"['1FL5RCbqhkoN18ZauyHzS4bVamm4RhezXr', '50']",['50'],2010-04-18 09:08:38
51646,['1HZGqrrhkHDgfZYFfJWqy9V2s2tWuHYksD'],"['1QBGmRNJF8LMvTk4AyukQg5wmM6QTvfWxK', '10', '18z1Qo6RF4qYhHksMB4cWpkS2LQ2x3Kgss', '40']",['50'],2010-04-18 10:20:38
51646,"['1GjJREFcYxNq7ZFkZpnEFRXSmBpxQcYZXD', '1VGGK9XMnoHsfGGmduTXaUvzRxywF2oqc', '15u9q9Tcf1M72YyW9Ndqt2UKQoDWawUdQd', '16xCdXgHcQHk3qkSr7taeaB4ChbUN2epMT', '17Tor1j6aWKzfHGT6k1qjFsgiHazBwkzNa', '168MbZB9RDkqNA4z7q3gALUvE57Vhz8uzG']","['17MQFGNQTAfjoGXL1XKTDTYAJqDoFWsDAu', '0.9', '1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe', '46.1']",['47'],2010-04-18 10:20:38
51646,['18z1Qo6RF4qYhHksMB4cWpkS2LQ2x3Kgss'],"['1MV1aRFkpQzqA8oNM17cgp5rkBrhCzt3am', '10', '1MaS3j8jFdwA3RyEfE6uJupiF34x6ybqqB', '30']",['40'],2010-04-18 10:20:38
51647,"['1QBGmRNJF8LMvTk4AyukQg5wmM6QTvfWxK', '1GoSAkDVKeoKMwvJi1DrMpWc3XUjsrcwsu', '1FTt7SAYwBxAY98K7p68njXvcdXaKTuMdX', '1MV1aRFkpQzqA8oNM17cgp5rkBrhCzt3am', '1HDoFKvr1ykqhVyfhzt7tS2syXnsrTyQgX']","['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe', '50']",['50'],2010-04-18 10:25:51
51647,['1MaS3j8jFdwA3RyEfE6uJupiF34x6ybqqB'],"['173qQ96pJkgVy3HNSorgJr8bnCv2nZNdqm', '10', '1KUn3NKLeg27rRpLi8rJwAucyqWNCQdL52', '20']",['30'],2010-04-18 10:25:51
51647,"['1NPteUq7ngX5ngTBTNnCgdxKGRse6rQjAa', '173qQ96pJkgVy3HNSorgJr8bnCv2nZNdqm', '1jpRJXy6DYgA4Ko8DwMtcQyNmDtyZr3YW']","['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe', '24']",['24'],2010-04-18 10:25:51
51650,['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe'],"['1CxShoitDs5ESY4aBKuS9Fq6gmyiYGeryg', '24']",['24'],2010-04-18 10:39:53
51650,['17P5v9ar5h3mmk2m5zvwxw841aPAceU3r3'],"['1GcNT7ErUMm1y68Bw9DFLth6qoV7FXHKC4', '87', '1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe', '13']",['100'],2010-04-18 10:39:53
51650,['1CxShoitDs5ESY4aBKuS9Fq6gmyiYGeryg'],"['16GYTM8iuLWf6j21Rrh7xP5UgLjuJBCpNK', '4', '1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe', '20']",['24'],2010-04-18 10:39:53
51653,['1GcNT7ErUMm1y68Bw9DFLth6qoV7FXHKC4'],"['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe', '15', '1EthAFjfydmyMR4Q4xURnAgk7ZNn4huz6t', '72']",['87'],2010-04-18 10:49:43
51653,['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe'],"['1CbTucvvMLxgJfnvh5ehwmKU7CXC3kb6Tt', '10', '1N9jZKsJWnMXEhbR6Fjuaf6H9KmsNswgA', '3']",['13'],2010-04-18 10:49:43
51653,['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe'],"['1HmpS9811kEjGRrtSoGAFVNui69GdvUZjX', '10', '1JY4tfFi56hsWqNSzgsRiCRCFZ3SazYQrR', '5']",['15'],2010-04-18 10:49:43
51653,"['16GYTM8iuLWf6j21Rrh7xP5UgLjuJBCpNK', '1HmpS9811kEjGRrtSoGAFVNui69GdvUZjX']","['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe', '11', '14TnwNRaCLGto9QgHxxgX9VgGezR8B4udV', '3']",['14'],2010-04-18 10:49:43
51660,['1G7wRGgwLzoA9x3MfnsuQ1y3RYhsUFiHtm'],"['1B8hEVnvD9C8gAy1WGjGzd4ruXqEJ6h82F', '10', '18YiAiVCvCHEswwipUaLkE3gTM1BGyTjsV', '32.75']",['42.75'],2010-04-18 11:23:00
51660,['1BF6Ym517b9KCjMDXvWjKHMSD7NvqwL2m7'],"['19GTEcasnndaQpmWtCdPvWC7w2WXBAfLQM', '48', '1Nd3savSsCZDC6bJZM9zuFniGst3ELCiwy', '1']",['49'],2010-04-18 11:23:00
51663,"['19zMZUMiWkxQwPfEoQypnaMiN4bgs42eXD', '1LYdi8ZqtRTfQzqZiJ5yUJdbdW5DXVcX1w', '179Zr8hzSBdSj4fvayCFKnmCHFQtGPfXjz', '14rxHaHZXJMwcbzHb3nit8x6SadNpLZ6M5', '1GNaNBDbhkiraW6JQ3dJS5iNWstEV3mkWd', '1LGMeCdYCQy1y6678croQbv6KHWpHifk9', '1CDXJYyLoANrPqJEhGvzync4P4YRC23U1E', '1LfhWESPGML7DrQfzTUWb5xgvAoY1NXe71', '18XTpAjCXPcEQqHNA47XhcqCUzTXzEZrHq', '13JvuucFxc5azJSowPW1XaSPHBHkGLpJ3B', '15WjWJ9udMqPpFGkkrooyQijP4Thgu267C', '1BC97v5F7vi3wGAiF2Pm1avEdcWh6Gzd7Z', '1AhFyr48L5ugrY31KoBrFUjtqhvZydiemC', '1DTqeMfdsYVtngCRzoKwhRGR8njUkRaT4z', '1P2iTLogJtrpqzdEJhvwmqRGoq3eQXrez8', '1CgYtdt9UFxZeJgnkLrw8hHYeWGkAHSTKp', '15RDp61nqmQzw7jgD8Ph9ncLRKCVN6aJFH', '176pP5XtC1UvW7yeprXgANyydTQU2MLbMA', '1LvydTVMsHuBSZn3sQjTfrXTLp7iHFaenz', '17KWDJbsGkCqvn18BmcniPw3xcsscg8wmA']","['1PTjMvy4c93KPVZqHq5TU6mKtqMrXRwaGg', '1000']",['1000'],2010-04-18 11:52:45
51663,"['1PTjMvy4c93KPVZqHq5TU6mKtqMrXRwaGg', '1GsCgKgqMp9WNVq8xd4WB9ugJpiqkQT3bo', '17P5v9ar5h3mmk2m5zvwxw841aPAceU3r3']","['1JiZxcwHpivk35obqHUYbdNoE1BA8ty5TB', '2000.15', '1KQSjAifdY1pmSZ8xzmN8tEh2ypdTscFfF', '0.26']",['2000.41'],2010-04-18 11:52:45
51672,['1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe'],"['18tHkD9HkJDkW4L5ytSHE5S568Z3LobjKS', '6', '1Jx4cei1gLeaeXv9SGMbL7MewaR879eic4', '5']",['11'],2010-04-18 12:53:51
51672,"['1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX', '1LmnaZFwTByfZ1cMXAJ982oZkYkXxUGRFY']","['15M9DmepeM2aSDKUrLBNVD8S7Qa62qSqNW', '150', '1PAivYjFttR1stt1FwriE8fyW5i1FDtKrE', '7']",['157'],2010-04-18 12:53:51
51728,['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4'],"['1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX', '12']",['12'],2010-04-18 17:57:26
51728,['1KQSjAifdY1pmSZ8xzmN8tEh2ypdTscFfF'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '19YnwijxmVLAgD1J7Fh4pLNoymH7MQ4A55', '0.25']",['0.26'],2010-04-18 17:57:26
51728,['1Ep2RFBGdkknsb6QAzTCh54Zwam9yNnSjB'],"['1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX', '20', '1MJP3tAHuYyjYQXU7qukzgogdXcV6s1iew', '20']",['40'],2010-04-18 17:57:26
51728,['17MQFGNQTAfjoGXL1XKTDTYAJqDoFWsDAu'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '13bMXq5A3tfTyR6sYjdu6WpeTV8JL6zvXf', '0.89']",['0.9'],2010-04-18 17:57:26
51728,['13bMXq5A3tfTyR6sYjdu6WpeTV8JL6zvXf'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1Lu1Q33386JFNDHAm5ESwmszXpQ12XKG2N', '0.88']",['0.89'],2010-04-18 17:57:26
51728,['19YnwijxmVLAgD1J7Fh4pLNoymH7MQ4A55'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1CMjyBc8povDQhERmZiYsLGXGU1ESf29iS', '0.24']",['0.25'],2010-04-18 17:57:26
51728,['14TnwNRaCLGto9QgHxxgX9VgGezR8B4udV'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1JN42HgY1RpL6z5i243o54RbXii7K8MMNg', '2.99']",['3'],2010-04-18 17:57:26
51728,['1Lu1Q33386JFNDHAm5ESwmszXpQ12XKG2N'],"['1E9DPvQEXBEBGJvhbmLr4XYCKyrxrzBkmr', '0.87', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.88'],2010-04-18 17:57:26
51728,['1JN42HgY1RpL6z5i243o54RbXii7K8MMNg'],"['1P2TDQd5nysKAKevLp4gYeeMjPTVDJ7rJM', '2.98', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.99'],2010-04-18 17:57:26
51728,['1CMjyBc8povDQhERmZiYsLGXGU1ESf29iS'],"['1AqbtS3vFeNxfGQS5MWAveX88uszWx5TZV', '0.23', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.24'],2010-04-18 17:57:26
51728,['1E9DPvQEXBEBGJvhbmLr4XYCKyrxrzBkmr'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '14zp7xMGJTHzr3eXeRmNWqbtEDYiJBhjrP', '0.86']",['0.87'],2010-04-18 17:57:26
51728,['14zp7xMGJTHzr3eXeRmNWqbtEDYiJBhjrP'],"['1FBD6XcdzaRacgtzK6iKm2praoK9GmfQ8p', '0.85', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.86'],2010-04-18 17:57:26
51728,['1AqbtS3vFeNxfGQS5MWAveX88uszWx5TZV'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1BLpJFL3R4se3e6att5sHgFnxsMR2fwc6L', '0.22']",['0.23'],2010-04-18 17:57:26
51728,['1BLpJFL3R4se3e6att5sHgFnxsMR2fwc6L'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '14oyLigQDoJKhzZbRHJ2RVhmGmmx4mF8Vi', '0.21']",['0.22'],2010-04-18 17:57:26
51728,['1P2TDQd5nysKAKevLp4gYeeMjPTVDJ7rJM'],"['1MTFPFUeSWiuK8igok9qwcgxp2g4Q64MrW', '2.97', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.98'],2010-04-18 17:57:26
51728,['1FBD6XcdzaRacgtzK6iKm2praoK9GmfQ8p'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1PYfXhxTMDdt3uWCTazgqXn4rnuEgJfvjV', '0.84']",['0.85'],2010-04-18 17:57:26
51728,['1PYfXhxTMDdt3uWCTazgqXn4rnuEgJfvjV'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '15KgqSMttc9GvgdwqtyP86cAARSUehWdG5', '0.83']",['0.84'],2010-04-18 17:57:26
51728,['1MTFPFUeSWiuK8igok9qwcgxp2g4Q64MrW'],"['17q8MPbYufhTSahSAYomSBnhKXgTQwiKnd', '2.96', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.97'],2010-04-18 17:57:26
51728,['15KgqSMttc9GvgdwqtyP86cAARSUehWdG5'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1PhKro469HBDdZNvXuBys7hk79jCLa5xJJ', '0.82']",['0.83'],2010-04-18 17:57:26
51728,['1PhKro469HBDdZNvXuBys7hk79jCLa5xJJ'],"['1Jpi4VHZBoTgiMBS1qjNScjekF54DkkNbc', '0.81', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.82'],2010-04-18 17:57:26
51728,['14oyLigQDoJKhzZbRHJ2RVhmGmmx4mF8Vi'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1FvkvPh3atmRXTABhk8dVv5oGi2uDUZE2W', '0.2']",['0.21'],2010-04-18 17:57:26
51728,['17q8MPbYufhTSahSAYomSBnhKXgTQwiKnd'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '14S8F9jPpV6cVonkQoLTiEakHMgSUMA2Mc', '2.95']",['2.96'],2010-04-18 17:57:26
51728,['1Jpi4VHZBoTgiMBS1qjNScjekF54DkkNbc'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '174G6QwxsXmmkGvUAhU7fH31GFwtjP2VKe', '0.8']",['0.81'],2010-04-18 17:57:26
51728,['174G6QwxsXmmkGvUAhU7fH31GFwtjP2VKe'],"['1PjpHhXBPXG16qpywFgSEF2PTk6i1zfpBv', '0.79', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.8'],2010-04-18 17:57:26
51728,['14S8F9jPpV6cVonkQoLTiEakHMgSUMA2Mc'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1DvzCzgQueUHk5bE121H3FLTYNThvTwNWV', '2.94']",['2.95'],2010-04-18 17:57:26
51728,['1DvzCzgQueUHk5bE121H3FLTYNThvTwNWV'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '13AEY512eLS8jqZWVj1JsDLiVmcwWXqUQm', '2.93']",['2.94'],2010-04-18 17:57:26
51728,['1FvkvPh3atmRXTABhk8dVv5oGi2uDUZE2W'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1DTDXprQ7x8aXAxjmvvawnfA4RcMVd75BU', '0.19']",['0.2'],2010-04-18 17:57:26
51728,['1PjpHhXBPXG16qpywFgSEF2PTk6i1zfpBv'],"['1HRMRBpyJN4hoczGL2ZkLE9rGKdgdx9FyQ', '0.78', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.79'],2010-04-18 17:57:26
51728,['13AEY512eLS8jqZWVj1JsDLiVmcwWXqUQm'],"['1J5xFCTUdtUzCA7hcTUWC1UuPmDtNQzVZD', '2.92', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.93'],2010-04-18 17:57:26
51728,['1J5xFCTUdtUzCA7hcTUWC1UuPmDtNQzVZD'],"['128WZiWLUWy4oMHGKkockgzjKAuubBBKka', '2.91', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.92'],2010-04-18 17:57:26
51728,['128WZiWLUWy4oMHGKkockgzjKAuubBBKka'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1Eq7ekB3nczxhQj9CVY7FVjXZaHkXqq7Jb', '2.9']",['2.91'],2010-04-18 17:57:26
51728,['1DTDXprQ7x8aXAxjmvvawnfA4RcMVd75BU'],"['1S86WgJc5jMUqYKXAFpUyKbjkvkqPtDDx', '0.18', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.19'],2010-04-18 17:57:26
51728,['1HRMRBpyJN4hoczGL2ZkLE9rGKdgdx9FyQ'],"['1KSdNRhHwVfM3SYa7jMWkSnune993NLXzP', '0.77', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.78'],2010-04-18 17:57:26
51728,['1S86WgJc5jMUqYKXAFpUyKbjkvkqPtDDx'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1QBgYeLFQK9bBxfZzuuU82fvpbm9GhJBYC', '0.17']",['0.18'],2010-04-18 17:57:26
51728,['1QBgYeLFQK9bBxfZzuuU82fvpbm9GhJBYC'],"['1DPM4TNZQFLjQugDmjCQpFFvriFynZ4QGz', '0.16', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.17'],2010-04-18 17:57:26
51728,['1Eq7ekB3nczxhQj9CVY7FVjXZaHkXqq7Jb'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1ED4v57sY9nCgC4QWCUwE9noPjM5jC1d4g', '2.89']",['2.9'],2010-04-18 17:57:26
51728,['1KSdNRhHwVfM3SYa7jMWkSnune993NLXzP'],"['1vAzh2HeFhhebWGj8wjk8YTX4L4847LEB', '0.76', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.77'],2010-04-18 17:57:26
51728,['1ED4v57sY9nCgC4QWCUwE9noPjM5jC1d4g'],"['1CLyzMAY2FB2q3AQzkrMuMDy4FqqmPmJD5', '2.88', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.89'],2010-04-18 17:57:26
51728,['1CLyzMAY2FB2q3AQzkrMuMDy4FqqmPmJD5'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '13aAzpSDemjDFAsyctccDG7KBdhHAEj5XQ', '2.87']",['2.88'],2010-04-18 17:57:26
51728,['1vAzh2HeFhhebWGj8wjk8YTX4L4847LEB'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1BnW5F1osn72zp14D5xS1Nf7j3UsC8MhB2', '0.75']",['0.76'],2010-04-18 17:57:26
51728,['1DPM4TNZQFLjQugDmjCQpFFvriFynZ4QGz'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1FjapiW2jNoKpoQfhC8pMGZ7aKPfHHv2v4', '0.15']",['0.16'],2010-04-18 17:57:26
51728,['1FjapiW2jNoKpoQfhC8pMGZ7aKPfHHv2v4'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1MQU3izRVxDJyiyoMZk1tz1yx1wimaMoA6', '0.14']",['0.15'],2010-04-18 17:57:26
51728,['1BnW5F1osn72zp14D5xS1Nf7j3UsC8MhB2'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1EXyJCMFvmRjphd96sY8enq3X5yQoFs35X', '0.74']",['0.75'],2010-04-18 17:57:26
51728,['13aAzpSDemjDFAsyctccDG7KBdhHAEj5XQ'],"['1AfCX14jUKrvrfGvdduM4xpxD6bSRMN9Bf', '2.86', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.87'],2010-04-18 17:57:26
51728,['1MQU3izRVxDJyiyoMZk1tz1yx1wimaMoA6'],"['1BsqAJVSATnX96BMBDr9eoHoubdtAqLUZH', '0.13', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.14'],2010-04-18 17:57:26
51728,['1EXyJCMFvmRjphd96sY8enq3X5yQoFs35X'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1EJknidfDxzoKMrMS7fXnMDL3hioqTWqEJ', '0.73']",['0.74'],2010-04-18 17:57:26
51728,['1BsqAJVSATnX96BMBDr9eoHoubdtAqLUZH'],"['1NwT8VqTzvMGrC2m9o8UtmF5B9ddQs9CQK', '0.12', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.13'],2010-04-18 17:57:26
51728,['1NwT8VqTzvMGrC2m9o8UtmF5B9ddQs9CQK'],"['18Tk9x9n3wgdz9tcZLTtxeWvorAtKEmgrE', '0.11', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.12'],2010-04-18 17:57:26
51728,['1EJknidfDxzoKMrMS7fXnMDL3hioqTWqEJ'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '13zc5LkBMsajJTvaGPyHmvENPmEZBJxGTB', '0.72']",['0.73'],2010-04-18 17:57:26
51728,['1AfCX14jUKrvrfGvdduM4xpxD6bSRMN9Bf'],"['1JpYTBmiRP214b5gF82teARfQnm2Ab6a62', '2.85', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.86'],2010-04-18 17:57:26
51728,['13zc5LkBMsajJTvaGPyHmvENPmEZBJxGTB'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1DVaGY29TYGx2oMUZBV2kc7Vwrk2BdCGrh', '0.71']",['0.72'],2010-04-18 17:57:26
51728,['18Tk9x9n3wgdz9tcZLTtxeWvorAtKEmgrE'],"['1AkSFePbWTcHTtzwCdb1eUvctTyhZDzgMA', '0.1', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.11'],2010-04-18 17:57:26
51728,['1JpYTBmiRP214b5gF82teARfQnm2Ab6a62'],"['16wn5ZPF2drMmZRDK4DhTzK8ucNnjXJDfd', '2.84', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.85'],2010-04-18 17:57:26
51728,['16wn5ZPF2drMmZRDK4DhTzK8ucNnjXJDfd'],"['1LokCBe5zAY5pxuVRASmn8ebrmTNvL55bg', '2.83', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.84'],2010-04-18 17:57:26
51728,['1AkSFePbWTcHTtzwCdb1eUvctTyhZDzgMA'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1NhhoBjeC4UY8NqN2VgR7o4asLBw8bQ7wk', '0.09']",['0.1'],2010-04-18 17:57:26
51728,['1DVaGY29TYGx2oMUZBV2kc7Vwrk2BdCGrh'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1P3q36WcYcW8NrS86hNqRhFeyH5oGG7mma', '0.7']",['0.71'],2010-04-18 17:57:26
51728,['1P3q36WcYcW8NrS86hNqRhFeyH5oGG7mma'],"['1P4gigSuyEiD9oz4gwa9Xvw9nHtAbnGPQb', '0.69', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.7'],2010-04-18 17:57:26
51728,['1LokCBe5zAY5pxuVRASmn8ebrmTNvL55bg'],"['19CUCr9AoN5u9oJ5kcCkxFaeLkUPdD4eZs', '2.82', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.83'],2010-04-18 17:57:26
51728,['1NhhoBjeC4UY8NqN2VgR7o4asLBw8bQ7wk'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '12R8JUVTNuNiY248xnUmAffhmmbpkDZa3o', '0.08']",['0.09'],2010-04-18 17:57:26
51728,['12R8JUVTNuNiY248xnUmAffhmmbpkDZa3o'],"['1835oHVcgdxztmrtcxG6qm9E5bTwC2wZtp', '0.07', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.08'],2010-04-18 17:57:26
