block_date,daily_trans,daily_btc
2016-12-02,287148,1748142.54059257
2016-12-03,267063,1160387.83840358
2016-12-04,256958,931582.2366171002
2016-12-05,297708,1791641.21499275
2016-12-06,297145,1592830.6978155
2016-12-07,299725,1512580.95680256
2016-12-08,287295,1448171.4164978
2016-12-09,267245,1521736.32891658
2016-12-10,246449,1146258.62258572
2016-12-11,229320,1052657.88664982
2016-12-12,270120,1702769.46381961
2016-12-13,293623,1567460.22229824
2016-12-14,294520,1680702.7514757202
2016-12-15,282838,2048364.65243855
2016-12-16,274877,1877325.65806411
2016-12-17,233593,1290136.76644648
2016-12-18,233004,1401924.86883948
2016-12-19,291060,1863752.04729073
2016-12-20,296446,1977964.86966686
2016-12-21,319094,2799303.31451766
2016-12-22,311695,2442377.46539274
2016-12-23,304898,2630460.1784815607
2016-12-24,240868,1525507.86886511
2016-12-25,196608,1092284.38375959
2016-12-26,251914,1541824.19626295
2016-12-27,290206,2210829.39349446
2016-12-28,306552,2067348.3944608
2016-12-29,302850,1774151.14822331
2016-12-30,286954,2206540.32106543
2016-12-31,250289,1380629.98245691
2017-01-01,194644,1116032.05640838
2017-01-02,276068,1534321.14569045
2017-01-03,301953,1955599.81767933
2017-01-04,333776,2504218.06995105
2017-01-05,323312,3112737.15312631
2017-01-06,312051,2977773.28474633
2017-01-07,280191,2134689.7607834
2017-01-08,255366,1662893.63862579
2017-01-09,290541,2215538.5337914
2017-01-10,304797,2241921.47148219
2017-01-11,304830,3982902.87883388
2017-01-12,291799,3518661.34302032
2017-01-13,278304,2362610.64415081
2017-01-14,240603,1491994.15014757
2017-01-15,230745,1718929.09112269
2017-01-16,269395,2088081.89478632
2017-01-17,290419,2338310.9274251
2017-01-18,302350,2112925.54145196
2017-01-19,300140,2392853.3333849
2017-01-20,293328,2592140.26972137
2017-01-21,263040,1518976.3527059099
2017-01-22,239480,1146231.99190056
2017-01-23,269321,1633002.58727052
2017-01-24,274263,1951312.2793213
2017-01-25,291718,1861260.04714608
2017-01-26,296985,2118599.77323073
2017-01-27,274315,1770874.83568345
2017-01-28,241836,1226816.92996618
2017-01-29,231245,1357896.92214664
2017-01-30,281836,1545675.43863095
2017-01-31,303186,1795751.75840505
2017-02-01,328471,2002110.3287016898
2017-02-02,311262,2515800.09645577
2017-02-03,298176,2371404.01805819
2017-02-04,278451,1554649.66449131
2017-02-05,267215,1766893.15536971
2017-02-06,286240,1812478.7963902
2017-02-07,299406,2008929.2686991
2017-02-08,313998,3761788.64383956
2017-02-09,319035,2133275.19227136
2017-02-10,297430,1889489.0639709
2017-02-11,257932,1437114.39136557
2017-02-12,235495,922489.4835464599
2017-02-13,298278,1602527.65430795
2017-02-14,313375,1957665.16584784
2017-02-15,297906,1733760.8579706799
2017-02-16,302779,3510484.44074315
2017-02-17,310585,2025782.2274420098
2017-02-18,273857,1164653.37024046
2017-02-19,250019,1427011.09541457
2017-02-20,291025,1569838.72285324
2017-02-21,288317,1784714.6288355
2017-02-22,292453,3531887.5358430003
2017-02-23,329853,2351406.9070237
2017-02-24,331890,1902397.34187807
2017-02-25,301092,1192385.1896128799
2017-02-26,264285,1142175.14901783
2017-02-27,307861,1950400.98388531
2017-02-28,321017,1907570.5533894
2017-03-01,332814,2546898.69483042
2017-03-02,328797,2818825.21287675
2017-03-03,321468,4454848.19557203
2017-03-04,279021,1949284.47509716
2017-03-05,251957,1210456.21071992
2017-03-06,307770,1924362.9177464698
2017-03-07,322716,2093847.50709099
2017-03-08,304068,2890942.9042031
2017-03-09,294837,5445514.1673062
2017-03-10,309805,2615775.73296201
2017-03-11,260474,1630989.28448337
2017-03-12,229446,1204576.4523585099
2017-03-13,288355,2118623.65045892
2017-03-14,300945,2694828.60903818
2017-03-15,289326,2263063.73289947
2017-03-16,322231,3312420.00629677
2017-03-17,306196,3131630.43754779
2017-03-18,263314,2591807.24830047
2017-03-19,243729,6719572.361609709
2017-03-20,288841,2910965.24560554
2017-03-21,292566,6894373.37440046
2017-03-22,301917,4521106.50309472
2017-03-23,288376,2380590.93226658
2017-03-24,289003,3932346.87418107
2017-03-25,244824,3312310.20673743
2017-03-26,216873,1747836.99266642
2017-03-27,266496,2423939.40516922
2017-03-28,283080,2297716.7681967
2017-03-29,272470,1774372.03448843
2017-03-30,283502,2214888.06689
2017-03-31,273047,3584796.19139714
2017-04-01,247179,3500572.83025518
2017-04-02,233909,3317825.71816193
2017-04-03,294754,4209145.37785746
2017-04-04,280855,2528422.80705037
2017-04-05,290877,2188483.8960991
2017-04-06,289806,2046032.75189762
2017-04-07,290357,9091112.3207496
2017-04-08,233171,6882861.71538279
2017-04-09,229079,1241431.74011271
2017-04-10,287882,2115458.23756525
2017-04-11,301502,2066199.49032317
2017-04-12,280911,2041869.60412109
2017-04-13,275297,2327171.92900362
2017-04-14,257781,2016990.7293943102
2017-04-15,249262,1568729.09019111
2017-04-16,208516,1903142.81362437
2017-04-17,263328,2548793.83545163
2017-04-18,305656,2397351.33261748
2017-04-19,298069,2184555.36062959
2017-04-20,292220,2284580.04230717
2017-04-21,301840,2304122.6235198
2017-04-22,266067,1662004.69710941
2017-04-23,243859,1572011.81574608
2017-04-24,278025,2111687.04359755
2017-04-25,304477,3135545.552073
2017-04-26,309196,2384536.81681226
2017-04-27,311565,2683245.11236827
2017-04-28,319411,2447010.09800767
2017-04-29,308963,2034467.7987618
2017-04-30,274599,1773293.24011702
2017-05-01,310509,2681973.39137005
2017-05-02,332221,2388806.14320223
2017-05-03,320261,2739114.07312166
2017-05-04,361114,2842714.85082879
2017-05-05,338628,3134058.2104285797
2017-05-06,294784,2426730.82541223
2017-05-07,289615,2151747.90312995
2017-05-08,360044,3992831.65885126
2017-05-09,345641,3158672.20342017
2017-05-10,331813,3817803.84420519
2017-05-11,332168,3157909.0776992296
2017-05-12,324490,2956077.72030246
2017-05-13,320756,2993738.97993214
2017-05-14,308735,2504740.24971525
2017-05-15,318294,3130212.17901737
2017-05-16,300686,3178957.7206937
2017-05-17,297724,3709692.99740243
2017-05-18,296010,3233907.1919515603
2017-05-19,326382,2862781.54132152
2017-05-20,331324,2786567.3183078
2017-05-21,321531,2322999.9118100903
2017-05-22,370682,3738586.50039477
2017-05-23,391298,3743967.5351201002
2017-05-24,380327,3642008.8084944002
2017-05-25,361280,3525037.03040504
2017-05-26,332964,2833260.94158255
2017-05-27,273294,2514759.76828208
2017-05-28,263484,2755393.19409314
2017-05-29,337171,2678800.76663408
2017-05-30,352096,3733060.80818993
2017-05-31,318646,3350050.6529762903
2017-06-01,313500,3302155.01883658
2017-06-02,293791,3093620.9459889
2017-06-03,271440,3154527.99944963
2017-06-04,239140,3327315.57901258
2017-06-05,299848,3282211.14644706
2017-06-06,329216,2650427.4257971304
2017-06-07,311999,2527952.88840352
2017-06-08,283450,2368199.94078035
2017-06-09,279145,2584524.50164414
2017-06-10,249336,2443632.7451341
2017-06-11,220688,2306691.6826958302
2017-06-12,294111,3034182.26759916
2017-06-13,299476,3267807.8161741802
2017-06-14,287513,3291658.4211695404
2017-06-15,272334,3015665.56779528
2017-06-16,265033,3472843.77374911
2017-06-17,224652,2255084.73691217
2017-06-18,197396,2235864.66534864
2017-06-19,267451,3077621.58621612
2017-06-20,293676,3242088.70809868
2017-06-21,269402,3522623.94688902
2017-06-22,264508,3150274.24803568
2017-06-23,254602,2420167.56837808
2017-06-24,221048,2214411.80899721
2017-06-25,191805,1914153.14554702
2017-06-26,255500,3749684.42874933
2017-06-27,264137,2792346.34943553
2017-06-28,273099,2791428.95112685
2017-06-29,249199,3205173.1906417403
2017-06-30,247411,3507549.01639656
2017-07-01,219890,2273286.2209039
2017-07-02,196008,1878326.45698044
2017-07-03,251019,2757142.11564869
2017-07-04,257515,2291911.7648001
2017-07-05,235728,2536276.52473685
2017-07-06,235773,2249809.60390333
2017-07-07,239090,2426279.59036335
2017-07-08,213280,2997877.65963266
2017-07-09,187433,2388662.77860198
2017-07-10,254503,3010834.23333033
2017-07-11,267050,2771690.43889831
2017-07-12,257095,2644481.0803129603
2017-07-13,242691,2486903.5195713798
2017-07-14,237708,2670526.74571829
2017-07-15,211569,1890450.21363087
2017-07-16,203283,2110674.33400809
2017-07-17,234464,2727273.72891214
2017-07-18,260776,2601284.31959933
2017-07-19,249810,2491242.12911875
2017-07-20,254759,2491981.76920513
2017-07-21,247270,2175366.4246592
2017-07-22,215076,1747093.63240809
2017-07-23,181172,1605253.79587097
2017-07-24,240794,2382333.38252406
2017-07-25,244041,7364810.35510103
2017-07-26,235846,3654791.90389405
2017-07-27,226582,2495819.44627657
2017-07-28,253861,4215815.26480293
2017-07-29,203387,4171613.97055618
2017-07-30,192353,8830740.209081369
2017-07-31,222440,2909929.39200997
2017-08-01,131552,2631218.2735193702
2017-08-02,208164,2814353.94453381
2017-08-03,220209,2140007.53661496
2017-08-04,235008,2360696.3185404898
2017-08-05,233868,1925692.32667664
2017-08-06,201739,1756854.13363824
2017-08-07,264462,2439106.64951125
2017-08-08,281371,2753579.25862349
2017-08-09,259124,2433895.11969189
2017-08-10,263661,2903235.2018160396
2017-08-11,279184,3153340.01988038
2017-08-12,246692,2263549.6172281797
2017-08-13,260065,2242152.1806659503
2017-08-14,286251,2920019.1202528197
2017-08-15,310489,2684821.7411424597
2017-08-16,284718,2945270.74045288
2017-08-17,312903,2695648.15835888
2017-08-18,320140,2676943.46427302
2017-08-19,254418,2333141.84916794
2017-08-20,214489,1812374.4149744
2017-08-21,260817,2524330.95862665
2017-08-22,238495,2288375.40803669
2017-08-23,267274,1889633.0306728699
2017-08-24,240478,1769509.42574423
2017-08-25,204835,1466816.0291603701
2017-08-26,204208,1225989.6166343
2017-08-27,230325,1254996.77015827
2017-08-28,222262,1717348.90871693
2017-08-29,280702,1953360.34916705
2017-08-30,268806,1632654.50119604
2017-08-31,278183,1786491.91924411
2017-09-01,279111,1797927.31517149
2017-09-02,235351,1577568.97677941
2017-09-03,195125,1422788.14435494
2017-09-04,269101,2418232.30591679
2017-09-05,277726,6490352.00429528
2017-09-06,276057,2518146.4821201502
2017-09-07,256191,2230647.9630758003
2017-09-08,279307,2165913.39149515
2017-09-09,217709,1847485.59109417
2017-09-10,193099,1621351.7955162
2017-09-11,253307,2689660.34627265
2017-09-12,256031,2428435.87523821
2017-09-13,263244,2828889.9218776603
2017-09-14,272968,3245991.12889536
2017-09-15,292810,3500238.83017363
2017-09-16,222981,2225138.10617791
2017-09-17,197081,1738145.78681012
2017-09-18,246042,2371543.53675884
2017-09-19,255795,1881397.04207112
2017-09-20,239723,1966115.30268589
2017-09-21,249922,1901473.46825287
2017-09-22,228423,1871777.74623996
2017-09-23,202379,1311308.22534919
2017-09-24,186318,1119881.42260567
2017-09-25,240838,2025901.28980167
2017-09-26,248239,2058325.8712597599
2017-09-27,264368,2186674.07341185
2017-09-28,270614,2295115.96058622
2017-09-29,256228,1957404.57314823
2017-09-30,221463,1669823.45337386
2017-10-01,206029,1462950.09659382
2017-10-02,290030,1985327.94938075
2017-10-03,273497,1618102.88563814
2017-10-04,254315,1476927.8432155498
2017-10-05,261203,1657912.32931792
2017-10-06,273912,1372666.42955132
2017-10-07,230229,1048755.30150814
2017-10-08,241042,1290400.94389754
2017-10-09,301662,2552821.14708628
2017-10-10,305590,1958179.7835751101
2017-10-11,292765,1781802.84711518
2017-10-12,318477,2015669.7708536
2017-10-13,320106,1964307.95440463
2017-10-14,270534,1481999.6375009501
2017-10-15,261911,1302236.62517296
2017-10-16,313703,1933570.55746842
2017-10-17,334130,2813007.87299995
2017-10-18,326277,2149235.38000566
2017-10-19,356802,1908894.9619303
2017-10-20,318531,1927522.3902330298
2017-10-21,312232,1561508.65641791
2017-10-22,289092,1497984.28085966
2017-10-23,322547,3006461.23438009
2017-10-24,341851,2568598.7419105303
2017-10-25,307622,1978852.40362168
2017-10-26,264506,1741365.33005241
2017-10-27,246584,2002510.25772749
2017-10-28,206978,1416458.20292983
2017-10-29,333868,1657755.52543038
2017-10-30,315927,1853483.11184752
2017-10-31,277396,1914728.48169804
2017-11-01,351371,2189061.30285852
2017-11-02,341323,2249225.56567053
2017-11-03,277478,3035170.33465832
2017-11-04,293991,5764071.09532717
2017-11-05,251587,6075464.96515061
2017-11-06,276475,2786292.05644122
2017-11-07,340991,3541061.90570635
2017-11-08,331810,4333687.678390469
2017-11-09,335500,2210391.72012801
2017-11-10,321564,2489735.67545309
2017-11-11,237947,1998997.9989563501
2017-11-12,203546,2092242.4662671
2017-11-13,261584,4039557.4705387205
2017-11-14,267420,3886630.62409203
2017-11-15,292895,3315921.96871364
2017-11-16,297172,3779674.65006824
2017-11-17,302771,3761758.15903685
2017-11-18,249030,2677474.63388917
2017-11-19,253659,5435481.56788822
2017-11-20,334516,4214078.9512511
2017-11-21,377138,3640738.84280374
2017-11-22,327486,3519123.23245765
2017-11-23,333661,3402291.76029744
2017-11-24,326188,2717288.65610391
2017-11-25,316686,2841732.78005768
2017-11-26,328526,2044288.1208055
2017-11-27,399702,2442029.13357169
2017-11-28,385252,2915024.83722024
2017-11-29,423959,3263405.6595708
2017-11-30,365193,2686030.67734131
2017-12-01,380854,2272997.8083893796
2017-12-02,332249,2146277.54033561
2017-12-03,343918,1852671.34367756
2017-12-04,401973,2644415.5839566495
2017-12-05,420854,3017550.3906823997
2017-12-06,489419,3609714.95580123
2017-12-07,475383,3684404.95580451
2017-12-08,380172,2444886.00419432
2017-12-09,335919,2667428.39285308
2017-12-10,302036,1943210.78198364
2017-12-11,370948,2768801.24667833
2017-12-12,401519,3375172.4157150597
2017-12-13,415670,3131666.39909184
2017-12-14,508573,2988038.15244593
2017-12-15,410262,2738492.40058877
2017-12-16,358917,2326146.19307575
2017-12-17,375503,2378855.65905187
2017-12-18,407083,3034728.42953869
2017-12-19,440173,2397501.63325994
2017-12-20,408225,2174986.10227853
2017-12-21,368009,1931785.8797104298
2017-12-22,360806,1780937.60763217
2017-12-23,273273,1493797.20847723
2017-12-24,229090,1336905.77953271
2017-12-25,221822,1783942.44774482
2017-12-26,251063,2206956.52654451
2017-12-27,315070,2328997.78124481
2017-12-28,300407,2037966.61317038
2017-12-29,357119,2310039.3040636
2017-12-30,341265,2222147.26510071
2017-12-31,255323,1590784.89652539
2018-01-01,225564,1685460.1363601098
2018-01-02,349996,2563887.53383855
2018-01-03,406521,2838858.9072441505
2018-01-04,449400,2811158.06255282
2018-01-05,375299,2962085.43475956
2018-01-06,322832,2907040.7278234703
2018-01-07,367972,2743577.6232179003
2018-01-08,350370,2544214.17582834
2018-01-09,360972,2218362.2888980503
2018-01-10,353256,2176147.18067224
2018-01-11,325748,1827858.95017374
2018-01-12,292507,1763819.65282613
2018-01-13,272357,1378159.34055369
2018-01-14,229946,1257039.55749458
2018-01-15,274355,1490489.34248183
2018-01-16,317403,2951485.1869179197
2018-01-17,317203,2453782.12298492
2018-01-18,294224,2106459.11547117
2018-01-19,234597,1923507.19175069
2018-01-20,217904,1410122.11420989
2018-01-21,193124,1088882.29034115
2018-01-22,239146,1536977.10219494
2018-01-23,261555,1541315.3462023998
2018-01-24,233043,1462659.4812056299
2018-01-25,232069,1372681.29340865
2018-01-26,210302,1676097.6837028
2018-01-27,187039,1367110.80058207
2018-01-28,206169,3120909.56864515
2018-01-29,225738,1928904.89524945
2018-01-30,231602,2357172.77729919
2018-01-31,221733,1849911.4138173999
2018-02-01,241069,2127043.37883699
2018-02-02,241801,1468552.04934796
2018-02-03,188820,899497.5808676099
2018-02-04,169394,965780.02224583
2018-02-05,218670,1878157.12277959
2018-02-06,183138,1623927.04221942
2018-09-14,1,6.56121275
2019-11-28,2,2.91907151
2020-04-09,1,2.00203656
2020-06-24,2,133.72165047
2020-10-18,1,2.8993
2020-12-11,1,0.0199056
2021-07-27,2,0.70095293
2022-08-15,1,0.04502885
2026-11-22,1,0.57961444
2027-07-02,3,38.672459159999995
2027-07-12,21,113.52014656
2027-10-10,2,110.04799999999999
2028-04-13,1,2.3926845
2035-05-27,12,0.92061711
2035-09-24,1,6e-5
2040-01-14,1,0.9665102
2042-08-20,1,100.2955
2044-04-05,1,0.5365102
2046-09-18,1,17.63365047
2048-08-17,1,0.6265102
2050-10-04,1,0.2729
2062-02-03,1,310.225
2062-05-17,6,0.08152213999999999
2062-05-20,1,16.56365047
2062-07-04,11,1.887839
2063-08-04,47,11717.79005902
2065-02-27,1,17.42365047
2067-04-26,1,1e-8
2067-11-10,4,175.241
2069-08-27,1,0.05582617
2070-01-01,1,0.035783
2070-03-11,3,0.00635559
2070-04-24,2,0.0043848
2073-03-13,3,379.297
2078-04-24,8,160.4694326
2081-06-12,1,0.01133465
2083-05-19,1,0.04239765
2083-06-22,1,1.4017096
